DAY_OF_WEEK,UNIQUE_STOP_NUMBER,STOP_NAME,ROUTE,ON,OFF,TOTAL,LAT,LONG,StopID,IndividRoute,IndvRtOn,IndvRtOff,NumberOfRoutes,AllRtOn,AllRtOff
WEEKDAY,3295,DEL RT 1 @ COMFORT INN,203 - North - Local,7,3,10,38.725316,-75.125935,3295,203,7,3,2,45.97,14.33
WEEKDAY,3297,DEL RT 1 @ SEA AIR AVE,201 - Rehoboth Beach,24,47,70,38.717202,-75.112296,3297,201,24,47,3,28.81,57.66
WEEKDAY,3297,DEL RT 1 @ SEA AIR AVE,203 - North - Local,5,9,14,38.717273,-75.112441,3297,203,5,9,3,28.81,57.66
WEEKDAY,3297,DEL RT 1 @ SEA AIR AVE,215 - Millsboro - Rehoboth,0,2,2,38.717227,-75.112345,3297,215,0,2,3,28.81,57.66
WEEKDAY,3298,US RT 113 EXPRESS ONLY @ SR,303 - Intercounty Dover - Milford - Georgetown,0,0,0,38.807340,-75.438588,3298,303,0,0,1,0,0
WEEKDAY,3303,SR 18/404 OPP WALKERS MILL R,212 - Georgetown - Seaford - Laurel,2,0,2,38.707789,-75.552718,3303,212,2,0,1,2.15,0.32
WEEKDAY,3304,SR18/404 @ WALKERS MILL RD,212 - Georgetown - Seaford - Laurel,0,1,2,38.707848,-75.552229,3304,212,0,1,1,0.44,1.33
WEEKDAY,3305,FRONT ST @ POPLAR ST,212 - Georgetown - Seaford - Laurel,9,5,14,38.644366,-75.609003,3305,212,9,5,1,9.48,4.61
WEEKDAY,3306,FRONT ST AT MILL ST,212 - Georgetown - Seaford - Laurel,1,6,7,38.646123,-75.609100,3306,212,1,6,1,0.99,5.64
WEEKDAY,3307,FRONT ST @ POPLAR ST,212 - Georgetown - Seaford - Laurel,4,6,11,38.643859,-75.609065,3307,212,4,6,1,4.22,6.43
WEEKDAY,3308,FRONT ST @ WALKER ST,212 - Georgetown - Seaford - Laurel,4,1,5,38.646593,-75.609008,3308,212,4,1,1,3.98,0.74
WEEKDAY,3309,STATE ST @ WOODLEYTOWN RD,303 - Intercounty Dover - Milford - Georgetown,0,0,0,39.078775,-75.483387,3309,303,0,0,1,0,0.34
WEEKDAY,3310,STATE ST @ PLAINDEALING RD,303 - Intercounty Dover - Milford - Georgetown,1,0,1,39.078809,-75.483313,3310,303,1,0,1,0.5,0.03
WEEKDAY,3313,LUKENS DR @ 551 MEWS DR,014 - DHSS Campus - Wilmington - Lea Blvd,1,2,3,39.678580,-75.547640,3313,14,1,2,1,0.9,2.41
WEEKDAY,3314,LUKENS DR @ BUILDING 170,014 - DHSS Campus - Wilmington - Lea Blvd,1,0,1,39.679754,-75.546605,3314,14,1,0,1,0.7,0.38
WEEKDAY,3315,FRAWLEY STADIUM DR @ FRAWLEY,012 - Baynard Blvd - Riverfront,1,7,7,39.732546,-75.563012,3315,12,1,7,1,0.55,6.87
WEEKDAY,3316,EDINBURGH DR @ CHIMING RD,010 - Delaware Avenue - University Plaza,1,3,3,39.668616,-75.632333,3316,10,1,3,1,0.57,2.82
WEEKDAY,3317,CHRISTIANA TOWN CTR @ BOSCOV,010 - Delaware Avenue - University Plaza,0,8,8,39.668010,-75.665324,3317,10,0,8,2,1.83,9.25
WEEKDAY,3317,CHRISTIANA TOWN CTR @ BOSCOV,034 - Newark - Christiana Mall,1,1,3,39.668019,-75.665116,3317,34,1,1,2,1.83,9.25
WEEKDAY,3318,CHRISTIANA TOWN CTR @ OP BOS,010 - Delaware Avenue - University Plaza,8,0,8,39.668099,-75.664868,3318,10,8,0,2,8.85,2.4
WEEKDAY,3318,CHRISTIANA TOWN CTR @ OP BOS,034 - Newark - Christiana Mall,1,2,3,39.668069,-75.664919,3318,34,1,2,2,8.85,2.4
WEEKDAY,3319,EDINBURGH DR @ OPP CHIMING R,010 - Delaware Avenue - University Plaza,3,1,3,39.668606,-75.632288,3319,10,3,1,1,2.57,0.71
WEEKDAY,3323,DEL RT 7 @ SCHOOL BELL RD,040 - Glasgow - US Route 40,5,2,7,39.657127,-75.654620,3323,40,5,2,2,5.08,2.17
WEEKDAY,3323,DEL RT 7 @ SCHOOL BELL RD,054 - Fairplay Sta - Christiana Mall - Wilton,0,0,0,39.657282,-75.654553,3323,54,0,0,2,5.08,2.17
WEEKDAY,3325,DEL RT 72 @ DAWSON DR,053 - Delaware City DMV - Newark Hub,2,0,2,39.650231,-75.732403,3325,53,2,0,2,4.6,6.91
WEEKDAY,3325,DEL RT 72 @ DAWSON DR,055 - Old Baltimore Pike,3,7,10,39.650188,-75.732401,3325,55,3,7,2,4.6,6.91
WEEKDAY,3326,CORPORATE BLVD @ LAKE DR,046 - Newark - Glasgow,1,1,1,39.616674,-75.753483,3326,46,1,1,1,0.52,0.89
WEEKDAY,3327,CORPORATE BLVD @ PENCADER DR,046 - Newark - Glasgow,0,1,2,39.616597,-75.756202,3327,46,0,1,1,0.27,1.46
WEEKDAY,3328,PENCADER DR @ 650 PENCADER D,046 - Newark - Glasgow,0,0,0,39.611845,-75.762813,3328,46,0,0,1,0.05,0.17
WEEKDAY,3329,PENCADER DR @ REYNOLDS ALUMI,046 - Newark - Glasgow,2,12,14,39.611254,-75.767679,3329,46,2,12,1,2.08,11.67
WEEKDAY,3330,PLEASANT VALLEY RD @ OP PENC,046 - Newark - Glasgow,0,1,1,39.607363,-75.769455,3330,46,0,1,1,0.18,0.97
WEEKDAY,3331,US RT 40 @ PERCH CREEK DR,046 - Newark - Glasgow,2,5,6,39.603898,-75.764605,3331,46,2,5,1,1.86,4.63
WEEKDAY,3332,US RT40 @ SPRINGSIDE BLVD,046 - Newark - Glasgow,0,3,4,39.603669,-75.754408,3332,46,0,3,1,0.48,3.03
WEEKDAY,3333,US RT40 @ DEER PARK PLAZA,046 - Newark - Glasgow,1,0,1,39.604022,-75.755828,3333,46,1,0,1,0.5,0.14
WEEKDAY,3334,US RT40 @ LA GRANGE PARKWAY,046 - Newark - Glasgow,3,1,4,39.603923,-75.763171,3334,46,3,1,1,3.02,0.98
WEEKDAY,3335,PLEASANT VALLEY RD @ PENCADE,046 - Newark - Glasgow,0,0,1,39.607185,-75.769453,3335,46,0,0,1,0.47,0.48
WEEKDAY,3336,PENCADER DR @ UCP,046 - Newark - Glasgow,6,2,8,39.611309,-75.767446,3336,46,6,2,1,6.04,1.9
WEEKDAY,3337,PENCADER DR @ 405 PENCADER B,046 - Newark - Glasgow,0,0,0,39.611866,-75.762652,3337,46,0,0,1,0.21,0.05
WEEKDAY,3338,PENCADER DR @ CORPORATE BLVD,046 - Newark - Glasgow,0,1,1,39.616296,-75.756365,3338,46,0,1,1,0.21,0.6
WEEKDAY,3339,DEL RT 72 @ BELLEVUE RD,053 - Delaware City DMV - Newark Hub,0,1,1,39.650480,-75.732639,3339,53,0,1,2,5.36,5.33
WEEKDAY,3339,DEL RT 72 @ BELLEVUE RD,055 - Old Baltimore Pike,5,5,10,39.650483,-75.732639,3339,55,5,5,2,5.36,5.33
WEEKDAY,3341,FLAMINGO DR @ HERON TURN,064 - US40 Feeder,1,3,4,39.625735,-75.688389,3341,64,1,3,1,1.25,2.71
WEEKDAY,3342,FLAMINGO DR @ CURLEW DR,064 - US40 Feeder,3,0,3,39.628331,-75.691362,3342,64,3,0,1,2.63,0.4
WEEKDAY,3343,KEMPER DR @ EGRET CT,064 - US40 Feeder,1,1,2,39.624743,-75.690935,3343,64,1,1,1,1.27,1.06
WEEKDAY,3344,SCOTLAND DR @ GREENFIELD MNR,064 - US40 Feeder,0,0,0,39.614404,-75.707810,3344,64,0,0,1,0,0
WEEKDAY,3345,THORNHILL DR @ LOCKHAVEN CT,064 - US40 Feeder,2,3,4,39.612842,-75.710779,3345,64,2,3,1,1.68,2.67
WEEKDAY,3346,WYOMING RD @ OP DE TECHNOLOG,055 - Old Baltimore Pike,0,3,4,39.679340,-75.733095,3346,55,0,3,1,0.31,3.38
WEEKDAY,3347,WYOMING RD @ DE TECHNOLOGY P,055 - Old Baltimore Pike,2,1,3,39.679332,-75.733359,3347,55,2,1,1,2.48,0.73
WEEKDAY,3351,CENTRAL AVE OP BOYS & GIRLS,212 - Georgetown - Seaford - Laurel,0,0,0,38.559826,-75.568877,3351,212,0,0,1,0,0
WEEKDAY,3352,CENTRAL AVE @ BOYS & GIRLS C,212 - Georgetown - Seaford - Laurel,0,0,0,38.560016,-75.568776,3352,212,0,0,1,0,0
WEEKDAY,3354,POLYTECH AT WALNUT SHADE RD,117 - Harrington - Dover,4,3,7,39.073414,-75.547727,3354,117,4,3,1,4.07,3.25
WEEKDAY,3355,US13 AT SR12 FELTON,117 - Harrington - Dover,1,1,2,39.005978,-75.569257,3355,117,1,1,1,0.79,1.27
WEEKDAY,3362,11TH ST @ WEST ST,011 - Washington Street,1,24,26,39.747830,-75.550178,3362,11,1,24,7,38.48,79.92
WEEKDAY,3362,11TH ST @ WEST ST,012 - Baynard Blvd - Riverfront,2,25,27,39.747793,-75.550251,3362,12,2,25,7,38.48,79.92
WEEKDAY,3362,11TH ST @ WEST ST,016 - Newark Express,11,0,11,39.747728,-75.550432,3362,16,11,0,7,38.48,79.92
WEEKDAY,3362,11TH ST @ WEST ST,018 - Pike Creek Valley - Wilm - Foulk Rd,4,15,19,39.747848,-75.550199,3362,18,4,15,7,38.48,79.92
WEEKDAY,3362,11TH ST @ WEST ST,020 - Lancaster Pike,0,10,10,39.747713,-75.550352,3362,20,0,10,7,38.48,79.92
WEEKDAY,3362,11TH ST @ WEST ST,045 - Odessa - Christiana Mall - Wilmington,8,0,8,39.747695,-75.550370,3362,45,8,0,7,38.48,79.92
WEEKDAY,3362,11TH ST @ WEST ST,301 - Intercounty Wilmington - Dover,12,4,16,39.747702,-75.550378,3362,301,12,4,7,38.48,79.92
WEEKDAY,3363,ML KING BLVD @ ORANGE ST,010 - Delaware Avenue - University Plaza,0,9,10,39.738612,-75.554386,3363,10,0,9,7,6.44,78.47
WEEKDAY,3363,ML KING BLVD @ ORANGE ST,012 - Baynard Blvd - Riverfront,2,1,3,39.739480,-75.553622,3363,12,2,1,7,6.44,78.47
WEEKDAY,3363,ML KING BLVD @ ORANGE ST,018 - Pike Creek Valley - Wilm - Foulk Rd,0,13,14,39.738627,-75.554396,3363,18,0,13,7,6.44,78.47
WEEKDAY,3363,ML KING BLVD @ ORANGE ST,033 - Christiana Mall - Newark,3,29,31,39.738651,-75.554579,3363,33,3,29,7,6.44,78.47
WEEKDAY,3363,ML KING BLVD @ ORANGE ST,040 - Glasgow - US Route 40,2,22,24,39.738610,-75.554377,3363,40,2,22,7,6.44,78.47
WEEKDAY,3363,ML KING BLVD @ ORANGE ST,054 - Fairplay Sta - Christiana Mall - Wilton,0,2,2,39.738589,-75.554338,3363,54,0,2,7,6.44,78.47
WEEKDAY,3363,ML KING BLVD @ ORANGE ST,055 - Old Baltimore Pike,0,2,2,39.738620,-75.554369,3363,55,0,2,7,6.44,78.47
WEEKDAY,3364,SR 299 @ SILVER LAKE ROAD,043 - Middletown - Odessa Park & Ride,4,3,7,39.450606,-75.699011,3364,43,4,3,1,4.19,2.83
WEEKDAY,3365,SR 299 OP SILVER LAKE ROAD,043 - Middletown - Odessa Park & Ride,4,4,7,39.450651,-75.699228,3365,43,4,4,1,3.62,3.72
WEEKDAY,3366,OLD BALTIMORE PK @ OP CHRIST,055 - Old Baltimore Pike,2,5,8,39.646878,-75.712523,3366,55,2,5,1,2.46,5.25
WEEKDAY,3367,OLD BALTIMORE PK @ CHRISTIAN,055 - Old Baltimore Pike,6,2,8,39.646934,-75.711502,3367,55,6,2,1,6.07,2.41
WEEKDAY,3377,VEALE RD @ BELLEMEADE PL,011 - Washington Street,0,0,0,39.804702,-75.489813,3377,11,0,0,1,0.19,0.14
WEEKDAY,3378,CHURCH ST @ OP 5TH ST,008 - 8th and 9th Streets,3,0,3,39.737568,-75.541884,3378,8,3,0,1,2.85,0.2
WEEKDAY,3379,CHURCH ST @ OP CURLETT ST,008 - 8th and 9th Streets,5,1,6,39.738835,-75.541442,3379,8,5,1,1,5.14,0.57
WEEKDAY,3380,NEW CASTLE AVE @ BALDT AVE,015 - New Castle Avenue - Christiana Mall,2,7,9,39.672197,-75.561253,3380,15,2,7,1,2.38,6.88
WEEKDAY,3381,4TH ST @ HAWLEY ST,004 - W 4th Street - Governor Printz Blvd,17,3,20,39.751315,-75.578199,3381,4,17,3,1,17.17,2.88
WEEKDAY,3382,4TH ST @ BAYARD AVE,004 - W 4th Street - Governor Printz Blvd,9,2,11,39.750035,-75.574980,3382,4,9,2,1,9.29,1.57
WEEKDAY,3383,4TH ST @ BANCROFT PKWY,004 - W 4th Street - Governor Printz Blvd,33,17,50,39.749366,-75.573358,3383,4,33,17,1,33.33,16.55
WEEKDAY,3385,CHILDRENS DR @ ROCKLAND RD,028 - AI Dupont Hospital - Wilmington DMV,1,1,2,39.782636,-75.554296,3385,28,1,1,2,1.25,1.24
WEEKDAY,3385,CHILDRENS DR @ ROCKLAND RD,048 - JP Morgan - Astra-Zeneca - AI DuPont,0,0,0,39.782294,-75.552709,3385,48,0,0,2,1.25,1.24
WEEKDAY,3386,CHILDRENS DR @ ROCKLAND RD,048 - JP Morgan - Astra-Zeneca - AI DuPont,0,3,3,39.782910,-75.554031,3386,48,0,3,1,0.35,3.15
WEEKDAY,3387,US RT 9 @ STIENER RD,206 - Georgetown - Lewes - Rehoboth,3,1,4,38.708007,-75.337657,3387,206,3,1,2,2.83,1.04
WEEKDAY,3387,US RT 9 @ STIENER RD,303 - Intercounty Dover - Milford - Georgetown,0,0,0,38.708010,-75.337635,3387,303,0,0,2,2.83,1.04
WEEKDAY,3388,US RT 9 OP STIENER RD,206 - Georgetown - Lewes - Rehoboth,1,2,3,38.708153,-75.337243,3388,206,1,2,2,1.09,2.34
WEEKDAY,3388,US RT 9 OP STIENER RD,303 - Intercounty Dover - Milford - Georgetown,0,0,0,38.708150,-75.337221,3388,303,0,0,2,1.09,2.34
WEEKDAY,3389,US RT 9 @ FISHER RD,206 - Georgetown - Lewes - Rehoboth,3,2,5,38.729740,-75.260928,3389,206,3,2,1,2.92,1.84
WEEKDAY,3390,US RT 9 @ FISHER RD,206 - Georgetown - Lewes - Rehoboth,2,2,3,38.729582,-75.262104,3390,206,2,2,1,1.62,1.59
WEEKDAY,3392,SR18/404 OP FD LN BRVILL PAR,212 - Georgetown - Seaford - Laurel,0,1,1,38.720374,-75.585188,3392,212,0,1,1,0.19,0.98
WEEKDAY,3393,SR18/404 AT BRIDGEVILLE PARK,212 - Georgetown - Seaford - Laurel,2,2,4,38.720008,-75.586076,3393,212,2,2,1,1.75,2.13
WEEKDAY,3394,DEL RT 16 @ CHURCH OF JCAF,303 - Intercounty Dover - Milford - Georgetown,0,0,0,38.791953,-75.375878,3394,303,0,0,1,0.08,0.19
WEEKDAY,3395,DEL RT 16 OP CHURCH OF JCAF,303 - Intercounty Dover - Milford - Georgetown,0,0,0,38.791929,-75.375872,3395,303,0,0,1,0.11,0.03
WEEKDAY,3397,DUPONT ST @ W 9TH ST,028 - AI Dupont Hospital - Wilmington DMV,1,1,2,39.752307,-75.566371,3397,28,1,1,1,0.97,1.23
WEEKDAY,3400,CLAYTON ST @ PENNSYLVANIA AV,028 - AI Dupont Hospital - Wilmington DMV,1,2,2,39.754154,-75.563459,3400,28,1,2,1,0.65,1.78
WEEKDAY,3402,CAMDEN WALMART ON-SITE,104 - Camden Walmart,110,113,223,39.101550,-75.545793,3402,104,110,113,2,162.43,169.54
WEEKDAY,3402,CAMDEN WALMART ON-SITE,117 - Harrington - Dover,52,57,109,39.101522,-75.546030,3402,117,52,57,2,162.43,169.54
WEEKDAY,3404,JUSTISON ST @ RIVERFRONT P-N,012 - Baynard Blvd - Riverfront,10,9,19,39.734510,-75.561543,3404,12,10,9,1,10.1,8.63
WEEKDAY,3406,WALKER RD @ CATHOLIC CHARITI,101 - Walker Road,3,2,5,39.168335,-75.551403,3406,101,3,2,1,2.91,2.32
WEEKDAY,3408,US RT 13 @ VOSHELLS MILL RD,104 - Camden Walmart,7,4,11,39.104270,-75.541367,3408,104,7,4,1,6.57,4.1
WEEKDAY,3422,DUPONT ST @ 11TH ST,028 - AI Dupont Hospital - Wilmington DMV,1,2,3,39.753957,-75.565243,3422,28,1,2,1,0.86,2.1
WEEKDAY,3423,DUPONT ST @ 7TH ST,028 - AI Dupont Hospital - Wilmington DMV,3,4,7,39.749894,-75.568008,3423,28,3,4,1,2.86,4.03
WEEKDAY,3427,CLAYTON ST @ 8TH ST-ST FRANC,028 - AI Dupont Hospital - Wilmington DMV,2,6,7,39.749885,-75.566478,3427,28,2,6,1,1.78,5.69
WEEKDAY,3428,CLAYTON ST @ 9TH ST,028 - AI Dupont Hospital - Wilmington DMV,2,2,3,39.751495,-75.565344,3428,28,2,2,1,1.66,1.82
WEEKDAY,3429,PHILADELPHIA PIKE @ OP DELAW,013 - Philadelphia Pike - DuPont Highway,1,7,8,39.787992,-75.474563,3429,13,1,7,2,1.43,7.58
WEEKDAY,3429,PHILADELPHIA PIKE @ OP DELAW,031 - Market Street - Philadelphia Pike,0,0,1,39.787998,-75.474557,3429,31,0,0,2,1.43,7.58
WEEKDAY,3431,DEL RT 4 @ OP TWIN C LN,005 - Maryland Ave - Christiana Mall,2,7,9,39.696719,-75.654257,3431,5,2,7,2,1.75,7.45
WEEKDAY,3431,DEL RT 4 @ OP TWIN C LN,062 - Churchmans Shuttle,0,0,0,39.696831,-75.654168,3431,62,0,0,2,1.75,7.45
WEEKDAY,3432,DEL RT 4 @ TWIN C LN,005 - Maryland Ave - Christiana Mall,7,3,10,39.696894,-75.654317,3432,5,7,3,2,7.17,3.33
WEEKDAY,3432,DEL RT 4 @ TWIN C LN,062 - Churchmans Shuttle,0,0,0,39.696930,-75.654164,3432,62,0,0,2,7.17,3.33
WEEKDAY,3435,WASHINGTON ST @ ROCKWOOD MAN,011 - Washington Street,0,0,0,39.769661,-75.518333,3435,11,0,0,1,0.06,0.16
WEEKDAY,3436,DIVISION ST OP KIRKWOOD ST,101 - Walker Road,1,2,3,39.160021,-75.532351,3436,101,1,2,1,0.81,1.82
WEEKDAY,3437,FORREST AVE @ GATEWAY WEST E,101 - Walker Road,4,8,12,39.158739,-75.544808,3437,101,4,8,1,4.11,7.81
WEEKDAY,3448,N VILL MAIN BLVD @ E AUSTIN,204 - Lewes,18,15,33,38.751541,-75.168336,3448,204,18,15,1,18.28,15.2
WEEKDAY,3449,DE 23 AT MASSEY S LANDING CO,215 - Millsboro - Rehoboth,5,4,9,38.625310,-75.102254,3449,215,5,4,1,4.63,4.17
WEEKDAY,3454,FREDERICA RD AT FRONTST/SR12,303 - Intercounty Dover - Milford - Georgetown,0,0,0,39.009354,-75.464602,3454,303,0,0,1,0.18,0.1
WEEKDAY,3462,BRANDYWNE TWN CT @ OP TARGET,002 - Concord Pike,1,47,49,39.829834,-75.538625,3462,2,1,47,3,2.15,56.91
WEEKDAY,3462,BRANDYWNE TWN CT @ OP TARGET,035 - Brandywine Town Center - Shipley Rd,0,3,3,39.829719,-75.538545,3462,35,0,3,3,2.15,56.91
WEEKDAY,3462,BRANDYWNE TWN CT @ OP TARGET,061 - Naamans Road,0,7,7,39.829758,-75.538694,3462,61,0,7,3,2.15,56.91
WEEKDAY,3463,BRANDYWINE TWN CT @ TARGET,002 - Concord Pike,35,1,36,39.829932,-75.538391,3463,2,35,1,3,39.63,0.79
WEEKDAY,3463,BRANDYWINE TWN CT @ TARGET,035 - Brandywine Town Center - Shipley Rd,3,0,3,39.829880,-75.538383,3463,35,3,0,3,39.63,0.79
WEEKDAY,3463,BRANDYWINE TWN CT @ TARGET,061 - Naamans Road,2,0,2,39.829927,-75.538286,3463,61,2,0,3,39.63,0.79
WEEKDAY,3466,GOV PRINTZ BLVD @ OP LEA BLV,004 - W 4th Street - Governor Printz Blvd,1,15,16,39.753228,-75.517140,3466,4,1,15,1,0.98,14.65
WEEKDAY,3468,US RT 40 @ OLD TOWN HALL CTR,040 - Glasgow - US Route 40,0,9,9,39.624468,-75.679633,3468,40,0,9,2,0.52,8.86
WEEKDAY,3468,US RT 40 @ OLD TOWN HALL CTR,064 - US40 Feeder,0,0,0,39.624482,-75.679617,3468,64,0,0,2,0.52,8.86
WEEKDAY,3469,US RT 40 @ AIKEN AVE,040 - Glasgow - US Route 40,1,17,17,39.607008,-75.730501,3469,40,1,17,1,0.66,16.58
WEEKDAY,3470,US RT 40 @ GLASGOW AVE,040 - Glasgow - US Route 40,1,18,20,39.605552,-75.746062,3470,40,1,18,4,10.22,19.74
WEEKDAY,3470,US RT 40 @ GLASGOW AVE,042 - Glasgow Express,1,1,1,39.605607,-75.746232,3470,42,1,1,4,10.22,19.74
WEEKDAY,3470,US RT 40 @ GLASGOW AVE,046 - Newark - Glasgow,8,1,9,39.605515,-75.746269,3470,46,8,1,4,10.22,19.74
WEEKDAY,3470,US RT 40 @ GLASGOW AVE,302 - Intercounty Newark - Dover,0,0,0,39.605534,-75.746084,3470,302,0,0,4,10.22,19.74
WEEKDAY,3471,US RT 40 @ AIKEN AVE,040 - Glasgow - US Route 40,13,1,13,39.606861,-75.729338,3471,40,13,1,1,12.52,0.67
WEEKDAY,3473,REHOBOTH AVE EXT @ AMES DR C,201 - Rehoboth Beach,16,26,42,38.714768,-75.106201,3473,201,16,26,1,16.1,25.92
WEEKDAY,3475,DEL RT 1 @ PALMS AT REHOBOTH,201 - Rehoboth Beach,40,21,61,38.718334,-75.114610,3475,201,40,21,3,43.33,25.91
WEEKDAY,3475,DEL RT 1 @ PALMS AT REHOBOTH,203 - North - Local,3,5,8,38.718335,-75.114613,3475,203,3,5,3,43.33,25.91
WEEKDAY,3475,DEL RT 1 @ PALMS AT REHOBOTH,215 - Millsboro - Rehoboth,0,0,1,38.718335,-75.114609,3475,215,0,0,3,43.33,25.91
WEEKDAY,3476,N VILL MAIN BLVD @ W AUSTIN,204 - Lewes,2,2,4,38.751424,-75.167912,3476,204,2,2,1,1.51,2.1
WEEKDAY,3477,DEL 23 @ POT NETS RD,215 - Millsboro - Rehoboth,0,0,1,38.628604,-75.161703,3477,215,0,0,1,0.33,0.33
WEEKDAY,3478,DEL RT 23 @ CHURCH LN OP REH,215 - Millsboro - Rehoboth,0,1,1,38.625185,-75.141972,3478,215,0,1,1,0,1.33
WEEKDAY,3479,DEL RT 23 OP PINE CONE DR,215 - Millsboro - Rehoboth,0,0,0,38.624725,-75.111919,3479,215,0,0,1,0,0
WEEKDAY,3480,DEL RT 23 @ MALLARD RD DOCKS,215 - Millsboro - Rehoboth,0,0,0,38.625074,-75.107804,3480,215,0,0,1,0,0
WEEKDAY,3481,DEL RT 23 @ PINE CONE DR,215 - Millsboro - Rehoboth,0,0,0,38.624779,-75.111827,3481,215,0,0,1,0,0
WEEKDAY,3482,DEL RT 23 @ BAY BLVD,215 - Millsboro - Rehoboth,0,1,1,38.625122,-75.141809,3482,215,0,1,1,0.44,0.61
WEEKDAY,3483,DEL RT 23 @ RIDGEWOOD RD,215 - Millsboro - Rehoboth,0,0,0,38.628539,-75.163681,3483,215,0,0,1,0,0
WEEKDAY,3484,DEL RT 23 OP POT NETS LAKESI,215 - Millsboro - Rehoboth,0,0,0,38.629218,-75.169591,3484,215,0,0,1,0,0
WEEKDAY,3485,DEL RT 23 @ GREENS WAY BAYWO,215 - Millsboro - Rehoboth,4,3,6,38.632803,-75.183155,3485,215,4,3,1,3.52,2.72
WEEKDAY,3486,DEL RT 23 @ NANNYBERRY RD/PO,215 - Millsboro - Rehoboth,0,1,1,38.629145,-75.169494,3486,215,0,1,1,0,0.67
WEEKDAY,3487,DEL RT 23 @ SHARKSTOOTH,215 - Millsboro - Rehoboth,1,1,2,38.625015,-75.107900,3487,215,1,1,1,1,1
WEEKDAY,3488,DEL RT 1 OP FENWICK ISLD STA,208 - Dewey - Bethany - Fenwick - Ocean City,0,0,0,38.472039,-75.051871,3488,208,0,0,1,0,0
WEEKDAY,3489,DEL RT 1 @ FENWICK ISLD STAT,208 - Dewey - Bethany - Fenwick - Ocean City,0,0,0,38.472338,-75.051574,3489,208,0,0,1,0,0
WEEKDAY,3490,FORREST AVE @ CARDIOLOGIES C,101 - Walker Road,0,1,1,39.158724,-75.546525,3490,101,0,1,2,0.94,2.2
WEEKDAY,3490,FORREST AVE @ CARDIOLOGIES C,102 - Gateway West,1,1,2,39.158958,-75.546445,3490,102,1,1,2,0.94,2.2
WEEKDAY,3491,KIRKWOOD HWY @ MILLTOWN RD-N,006 - Kirkwood Highway,4,16,20,39.716392,-75.672291,3491,6,4,16,1,3.96,16.09
WEEKDAY,3496,GOVERNORS SQUARE @ KMART ENT,054 - Fairplay Sta - Christiana Mall - Wilton,27,21,49,39.633513,-75.663465,3496,54,27,21,1,27.42,21.31
WEEKDAY,3500,US RT 13 @ ENTR SUNRISE MOTE,212 - Georgetown - Seaford - Laurel,2,1,3,38.672958,-75.592607,3500,212,2,1,1,2.3,1.05
WEEKDAY,3501,US RT 13 OP ELM ST AND THE S,212 - Georgetown - Seaford - Laurel,1,2,3,38.673185,-75.592264,3501,212,1,2,1,1.04,1.52
WEEKDAY,3502,STATE ST @ BROOKDALE RD,303 - Intercounty Dover - Milford - Georgetown,0,1,1,39.084803,-75.489886,3502,303,0,1,1,0.25,0.92
WEEKDAY,3504,FREDERICA RD OPP FRONTST/SR1,303 - Intercounty Dover - Milford - Georgetown,1,1,1,39.009211,-75.464553,3504,303,1,1,1,0.77,0.55
WEEKDAY,3505,STATE ST @ PONDEROSA DR,303 - Intercounty Dover - Milford - Georgetown,1,0,1,39.083935,-75.488887,3505,303,1,0,1,0.76,0.49
WEEKDAY,3506,OLD BALT PIKE @ NORWEGIAN WO,055 - Old Baltimore Pike,3,4,7,39.653606,-75.682817,3506,55,3,4,1,2.54,4.48
WEEKDAY,3507,OLD BALT PIKE @ MARTHA WASHI,055 - Old Baltimore Pike,5,3,9,39.653804,-75.682029,3507,55,5,3,1,5.44,3.11
WEEKDAY,3508,CREEKWOOD DR @ E. COMMONS BL,015 - New Castle Avenue - Christiana Mall,21,18,39,39.696626,-75.597446,3508,15,21,18,1,21.49,17.59
WEEKDAY,3511,DIVISION ST OP RIDGLY ST,101 - Walker Road,3,3,6,39.159546,-75.535152,3511,101,3,3,1,2.67,2.99
WEEKDAY,3512,LOOCKERMAN ST OP KIRKWOOD ST,102 - Gateway West,6,6,11,39.157101,-75.532225,3512,102,6,6,1,5.5,5.67
WEEKDAY,3513,BEISER BLVD OP SOUTHSIDE FAM,102 - Gateway West,1,2,4,39.153895,-75.543512,3513,102,1,2,1,1.38,2.41
WEEKDAY,3514,COMMERCE WAY @ PEOPLES PLACE,102 - Gateway West,0,0,0,39.152905,-75.549622,3514,102,0,0,1,0,0.04
WEEKDAY,3519,LEA BLVD @ PINE ST,014 - DHSS Campus - Wilmington - Lea Blvd,3,0,3,39.759597,-75.519278,3519,14,3,0,1,2.55,0.07
WEEKDAY,3520,LEA BLVD @ PINE ST,014 - DHSS Campus - Wilmington - Lea Blvd,0,4,4,39.760522,-75.519853,3520,14,0,4,1,0.23,4.16
WEEKDAY,3523,NEW LINDEN HILL RD @ OP BROW,018 - Pike Creek Valley - Wilm - Foulk Rd,0,0,1,39.733272,-75.689996,3523,18,0,0,1,0.27,0.45
WEEKDAY,3524,CHRISTINA AVE @ PUBLIC WORKS,008 - 8th and 9th Streets,0,0,0,39.721025,-75.534303,3524,8,0,0,1,0.02,0.02
WEEKDAY,3533,RD 213 @ SUSQUEHANNA AVE,303 - Intercounty Dover - Milford - Georgetown,0,0,0,38.874978,-75.428221,3533,303,0,0,1,0.14,0.06
