DAY_OF_WEEK,UNIQUE_STOP_NUMBER,STOP_NAME,ROUTE,ON,OFF,TOTAL,LAT,LONG,StopID,IndividRoute,IndvRtOn,IndvRtOff,NumberOfRoutes,AllRtOn,AllRtOff
WEEKDAY,0566,GATEWAY SOUTH & FOOD LIO,105 - Moores Lake Ctr,9,7,16,39.123375,-75.499165,566,105,9,7,1,8.98,6.75
WEEKDAY,0571,M L KING BLVD @ COURTSIDE AP,107 - Blue Hen Corp Ctr,4,2,6,39.157564,-75.514603,571,107,4,2,3,9.41,11.64
WEEKDAY,0571,M L KING BLVD @ COURTSIDE AP,301 - Intercounty Wilmington - Dover,5,8,14,39.158420,-75.513766,571,301,5,8,3,9.41,11.64
WEEKDAY,0571,M L KING BLVD @ COURTSIDE AP,307 - Intercounty Rehoboth - Dover,0,2,2,39.157471,-75.514735,571,307,0,2,3,9.41,11.64
WEEKDAY,0572,FEDERAL ST @ WATER ST,107 - Blue Hen Corp Ctr,1,1,3,39.155694,-75.521451,572,107,1,1,3,5.52,2.4
WEEKDAY,0572,FEDERAL ST @ WATER ST,301 - Intercounty Wilmington - Dover,3,1,4,39.155782,-75.521572,572,301,3,1,3,5.52,2.4
WEEKDAY,0572,FEDERAL ST @ WATER ST,307 - Intercounty Rehoboth - Dover,1,0,1,39.155720,-75.521509,572,307,1,0,3,5.52,2.4
WEEKDAY,0573,WILLIAM PENN ST @ TATNALL BL,107 - Blue Hen Corp Ctr,1,0,1,39.156724,-75.519846,573,107,1,0,3,3.34,1.56
WEEKDAY,0573,WILLIAM PENN ST @ TATNALL BL,301 - Intercounty Wilmington - Dover,2,1,4,39.156709,-75.519821,573,301,2,1,3,3.34,1.56
WEEKDAY,0573,WILLIAM PENN ST @ TATNALL BL,307 - Intercounty Rehoboth - Dover,0,0,0,39.156708,-75.519833,573,307,0,0,3,3.34,1.56
WEEKDAY,0574,RIVER RD & KENT ST,107 - Blue Hen Corp Ctr,0,2,2,39.156318,-75.516134,574,107,0,2,1,0.23,2.15
WEEKDAY,0575,RIVER RD & OP SUSSEX AVE,107 - Blue Hen Corp Ctr,1,1,2,39.154676,-75.516881,575,107,1,1,1,0.71,0.92
WEEKDAY,0576,NEW CASTLE AVE & OP SUSSEX A,107 - Blue Hen Corp Ctr,2,2,4,39.154371,-75.514673,576,107,2,2,1,1.95,1.61
WEEKDAY,0579,S LITTLE CRK RD & ROBERTA AV,107 - Blue Hen Corp Ctr,0,1,2,39.156682,-75.500680,579,107,0,1,1,0.42,1.13
WEEKDAY,0581,SLITTLE CRK RD & MORIARTY ST,107 - Blue Hen Corp Ctr,1,2,3,39.156987,-75.501008,581,107,1,2,1,1.39,1.82
WEEKDAY,0582,DUKE OF YORK ST @ LEGISLATIV,107 - Blue Hen Corp Ctr,0,2,2,39.157925,-75.519131,582,107,0,2,3,2.37,6.99
WEEKDAY,0582,DUKE OF YORK ST @ LEGISLATIV,301 - Intercounty Wilmington - Dover,2,4,6,39.157929,-75.515341,582,301,2,4,3,2.37,6.99
WEEKDAY,0582,DUKE OF YORK ST @ LEGISLATIV,307 - Intercounty Rehoboth - Dover,0,1,1,39.157799,-75.519069,582,307,0,1,3,2.37,6.99
WEEKDAY,0583,KINGS HWY & DIVISION ST,108 - Persimmon Tree - Town Point,0,0,0,39.161778,-75.523263,583,108,0,0,1,0.37,0.06
WEEKDAY,0584,NIMITZ RD & WHITE OAK RD,108 - Persimmon Tree - Town Point,2,3,5,39.173036,-75.510384,584,108,2,3,1,1.56,3.22
WEEKDAY,0585,TOWNSEND BLVD & US 13,106 - Dover AFB,8,9,17,39.175167,-75.521512,585,106,8,9,2,19.53,17.3
WEEKDAY,0585,TOWNSEND BLVD & US 13,108 - Persimmon Tree - Town Point,12,8,20,39.175300,-75.521503,585,108,12,8,2,19.53,17.3
WEEKDAY,0604,STATE ST & THE GREEN,101 - Walker Road,4,1,5,39.156448,-75.523972,604,101,4,1,2,6.01,1.47
WEEKDAY,0604,STATE ST & THE GREEN,108 - Persimmon Tree - Town Point,2,1,3,39.156264,-75.523624,604,108,2,1,2,6.01,1.47
WEEKDAY,0605,STATE ST & LIBRARY,101 - Walker Road,6,2,8,39.160308,-75.525304,605,101,6,2,1,5.85,2.29
WEEKDAY,0606,STATE ST & DELAWARE AVE,101 - Walker Road,1,1,2,39.163085,-75.526355,606,101,1,1,1,1.31,0.87
WEEKDAY,0607,STATE ST & WASHINGTON ST,101 - Walker Road,1,2,3,39.166767,-75.527731,607,101,1,2,1,1.37,1.61
WEEKDAY,0608,STATE ST & OP WILLIAM ST,101 - Walker Road,2,2,3,39.168945,-75.528565,608,101,2,2,1,1.65,1.82
WEEKDAY,0609,WALKER RD & PHYS THERAPY SER,101 - Walker Road,2,2,4,39.170843,-75.540247,609,101,2,2,2,3,2.8
WEEKDAY,0609,WALKER RD & PHYS THERAPY SER,112 - DelTech - West Dover,1,0,1,39.170830,-75.540340,609,112,1,0,2,3,2.8
WEEKDAY,0610,WALKER RD & OP PLAYTEX,101 - Walker Road,3,2,6,39.170279,-75.542778,610,101,3,2,2,4.04,4.28
WEEKDAY,0610,WALKER RD & OP PLAYTEX,112 - DelTech - West Dover,1,2,2,39.170336,-75.542748,610,112,1,2,2,4.04,4.28
WEEKDAY,0613,WALKER RD & THE HAMLET,101 - Walker Road,5,6,12,39.168993,-75.548777,613,101,5,6,1,5.27,6.29
WEEKDAY,0621,KINGS HWY OP REED ST,108 - Persimmon Tree - Town Point,3,1,4,39.160070,-75.523945,621,108,3,1,1,2.96,1.31
WEEKDAY,0622,DIVISION ST OP KENT AV,108 - Persimmon Tree - Town Point,0,1,1,39.162657,-75.520562,622,108,0,1,1,0.14,0.67
WEEKDAY,0623,DIVISION ST & BAYARD AV,108 - Persimmon Tree - Town Point,0,1,2,39.162572,-75.517128,623,108,0,1,1,0.33,1.19
WEEKDAY,0625,NIMITZ RD BTWN #337&345,108 - Persimmon Tree - Town Point,0,0,0,39.174580,-75.511518,625,108,0,0,1,0.02,0.04
WEEKDAY,0626,NIMITZ RD & OP MCDOWELL DR,108 - Persimmon Tree - Town Point,1,0,1,39.176761,-75.513839,626,108,1,0,1,1.33,0.14
WEEKDAY,0627,NIMITZ RD & TOWNSEND BLVD,108 - Persimmon Tree - Town Point,0,0,1,39.178223,-75.515763,627,108,0,0,1,0.04,0.49
WEEKDAY,0628,TOWNSEND BLVD BTWN #851&847,108 - Persimmon Tree - Town Point,0,0,0,39.177847,-75.518420,628,108,0,0,1,0.04,0.02
WEEKDAY,0631,SAVANNAH RD & OP BAY MED CTR,204 - Lewes,1,1,2,38.753157,-75.161993,631,204,1,1,1,1.08,1.06
WEEKDAY,0632,SAVANNAH RD & BAY VIEW MED C,204 - Lewes,0,1,1,38.753109,-75.162229,632,204,0,1,1,0.29,0.89
WEEKDAY,0634,SAVANNAH RD & SMITH AV,204 - Lewes,1,9,9,38.777178,-75.136070,634,204,1,9,1,0.52,8.6
WEEKDAY,0635,SAVANNAH RD & OP DAILY MARKE,204 - Lewes,1,2,3,38.778132,-75.135056,635,204,1,2,1,1.18,1.91
WEEKDAY,0636,HENLOPEN DR & DAIRY QUEEN,204 - Lewes,6,1,6,38.780367,-75.131628,636,204,6,1,1,5.77,0.65
WEEKDAY,0640,US RT 113 & GEORGETOWN PLAZA,901 - Georgetown Flex,0,0,0,38.677183,-75.391453,640,901,0,0,2,0.77,0.74
WEEKDAY,0640,US RT 113 & GEORGETOWN PLAZA,902 - Millsboro - Georgetown Flex,1,1,1,38.680358,-75.394649,640,902,1,1,2,0.77,0.74
WEEKDAY,0641,S BEDFORD ST & FAMILY SER BL,206 - Georgetown - Lewes - Rehoboth,0,0,0,38.677541,-75.380097,641,206,0,0,1,0,0.07
WEEKDAY,0642,S BEDFORD ST & HARRIS ALLEY,206 - Georgetown - Lewes - Rehoboth,3,1,3,38.688255,-75.386163,642,206,3,1,2,6.22,3.57
WEEKDAY,0642,S BEDFORD ST & HARRIS ALLEY,901 - Georgetown Flex,4,3,6,38.688691,-75.384560,642,901,4,3,2,6.22,3.57
WEEKDAY,0643,US RT 9 & DOLLAR STORE,206 - Georgetown - Lewes - Rehoboth,13,5,18,38.695119,-75.379322,643,206,13,5,3,16.04,6.06
WEEKDAY,0643,US RT 9 & DOLLAR STORE,303 - Intercounty Dover - Milford - Georgetown,2,0,2,38.695104,-75.379462,643,303,2,0,3,16.04,6.06
WEEKDAY,0643,US RT 9 & DOLLAR STORE,901 - Georgetown Flex,1,1,2,38.694965,-75.379186,643,901,1,1,3,16.04,6.06
WEEKDAY,0644,US RT 9 & DEL RT 30,206 - Georgetown - Lewes - Rehoboth,1,0,1,38.713784,-75.317747,644,206,1,0,2,0.84,0.05
WEEKDAY,0644,US RT 9 & DEL RT 30,303 - Intercounty Dover - Milford - Georgetown,0,0,0,38.713796,-75.317710,644,303,0,0,2,0.84,0.05
WEEKDAY,0645,US RT 9 & OP HUNTERS MILL,206 - Georgetown - Lewes - Rehoboth,1,0,1,38.728559,-75.266904,645,206,1,0,1,1.08,0.16
WEEKDAY,0646,US RT 9 & STINGEY LN,206 - Georgetown - Lewes - Rehoboth,0,1,2,38.745936,-75.180414,646,206,0,1,1,0.33,1.3
WEEKDAY,0647,US RT 9 & ARBYS,204 - Lewes,1,1,1,38.750674,-75.167845,647,204,1,1,1,0.56,0.72
WEEKDAY,0648,CHURCH ST & BURTON VILLAGE,215 - Millsboro - Rehoboth,3,4,7,38.712398,-75.099637,648,215,3,4,1,2.63,4.22
WEEKDAY,0649,REHOBOTH AVE & CHURCH ST,201 - Rehoboth Beach,15,18,33,38.713826,-75.095474,649,201,15,18,1,15.08,17.9
WEEKDAY,0651,US RT 9 & STINGEY RD,206 - Georgetown - Lewes - Rehoboth,1,0,1,38.746021,-75.180276,651,206,1,0,1,0.9,0.48
WEEKDAY,0652,US RT 9 & HUNTERS MILL,206 - Georgetown - Lewes - Rehoboth,0,0,0,38.728628,-75.266787,652,206,0,0,1,0.03,0.13
WEEKDAY,0653,US RT 9 & DEL RT 30,206 - Georgetown - Lewes - Rehoboth,0,0,1,38.713952,-75.317454,653,206,0,0,2,0.26,0.47
WEEKDAY,0653,US RT 9 & DEL RT 30,303 - Intercounty Dover - Milford - Georgetown,0,0,0,38.713953,-75.317446,653,303,0,0,2,0.26,0.47
WEEKDAY,0654,US RT 9 & OP DOLLAR STORE,206 - Georgetown - Lewes - Rehoboth,1,10,12,38.695078,-75.379506,654,206,1,10,2,1.3,14.58
WEEKDAY,0654,US RT 9 & OP DOLLAR STORE,303 - Intercounty Dover - Milford - Georgetown,0,4,4,38.695064,-75.379502,654,303,0,4,2,1.3,14.58
WEEKDAY,0655,S BEDFORD ST & HARRIS ALLEY,206 - Georgetown - Lewes - Rehoboth,0,4,4,38.688790,-75.384290,655,206,0,4,1,0.09,3.85
WEEKDAY,0657,US RT 113 & OP GEORGETOWN PL,206 - Georgetown - Lewes - Rehoboth,0,1,1,38.680998,-75.394599,657,206,0,1,2,0.32,1.12
WEEKDAY,0657,US RT 113 & OP GEORGETOWN PL,902 - Millsboro - Georgetown Flex,0,0,0,38.680966,-75.394731,657,902,0,0,2,0.32,1.12
WEEKDAY,0660,DEL RT 24 & OP LOVE CRK MARI,215 - Millsboro - Rehoboth,0,2,3,38.704633,-75.160425,660,215,0,2,1,0.27,2.42
WEEKDAY,0661,DEL RT 23 & LONG NECK PLAZA,215 - Millsboro - Rehoboth,0,0,0,38.633047,-75.184205,661,215,0,0,1,0.02,0.44
WEEKDAY,0662,DEL RT 24 & ENT HOLLY LAKE C,215 - Millsboro - Rehoboth,1,1,3,38.658556,-75.189376,662,215,1,1,1,1.13,1.45
WEEKDAY,0663,DEL RT 23 & OP LONG NECK S P,215 - Millsboro - Rehoboth,1,0,1,38.632116,-75.180458,663,215,1,0,1,1.11,0.11
WEEKDAY,0664,DEL RT 24 & OP HOLLY LAKE,215 - Millsboro - Rehoboth,1,1,1,38.657884,-75.189252,664,215,1,1,1,0.52,0.87
WEEKDAY,0665,DEL RT 24 & LOVE CRK MARINA,215 - Millsboro - Rehoboth,2,1,2,38.702201,-75.163812,665,215,2,1,1,1.81,0.64
WEEKDAY,0673,US RT13 AT KW BLVD NEAR,109 - Dover Mall,26,22,48,39.196381,-75.551061,673,109,26,22,3,38.31,34.35
WEEKDAY,0673,US RT13 AT KW BLVD NEAR SAMS,106 - Dover AFB,5,8,13,39.196394,-75.550948,673,106,5,8,3,38.31,34.35
WEEKDAY,0673,US RT13 AT KW BLVD NEAR SAMS,112 - DelTech - West Dover,7,5,12,39.196380,-75.550934,673,112,7,5,3,38.31,34.35
WEEKDAY,0674,US RT 13 & NORTH DOVER CTR S,106 - Dover AFB,2,3,5,39.185661,-75.533929,674,106,2,3,4,11.2,17.38
WEEKDAY,0674,US RT 13 & NORTH DOVER CTR S,108 - Persimmon Tree - Town Point,0,0,0,39.183539,-75.532342,674,108,0,0,4,11.2,17.38
WEEKDAY,0674,US RT 13 & NORTH DOVER CTR S,109 - Dover Mall,5,8,13,39.185662,-75.533920,674,109,5,8,4,11.2,17.38
WEEKDAY,0674,US RT 13 & NORTH DOVER CTR S,112 - DelTech - West Dover,4,6,10,39.185678,-75.533925,674,112,4,6,4,11.2,17.38
WEEKDAY,0675,KING ST @ 6TH ST,002 - Concord Pike,6,54,60,39.741315,-75.549528,675,2,6,54,12,565.93,325.88
WEEKDAY,0675,KING ST @ 6TH ST,004 - W 4th Street - Governor Printz Blvd,120,34,155,39.741291,-75.549602,675,4,120,34,12,565.93,325.88
WEEKDAY,0675,KING ST @ 6TH ST,005 - Maryland Ave - Christiana Mall,161,11,172,39.741265,-75.549620,675,5,161,11,12,565.93,325.88
WEEKDAY,0675,KING ST @ 6TH ST,006 - Kirkwood Highway,5,65,70,39.741319,-75.549539,675,6,5,65,12,565.93,325.88
WEEKDAY,0675,KING ST @ 6TH ST,009 - Boxwood Rd - Broom St - Vandever Ave,30,25,56,39.741345,-75.549546,675,9,30,25,12,565.93,325.88
WEEKDAY,0675,KING ST @ 6TH ST,013 - Philadelphia Pike - DuPont Highway,51,72,123,39.741276,-75.549582,675,13,51,72,12,565.93,325.88
WEEKDAY,0675,KING ST @ 6TH ST,014 - DHSS Campus - Wilmington - Lea Blvd,40,18,58,39.741271,-75.549594,675,14,40,18,12,565.93,325.88
WEEKDAY,0675,KING ST @ 6TH ST,015 - New Castle Avenue - Christiana Mall,91,10,101,39.741285,-75.549573,675,15,91,10,12,565.93,325.88
WEEKDAY,0675,KING ST @ 6TH ST,018 - Pike Creek Valley - Wilm - Foulk Rd,25,9,33,39.741320,-75.549552,675,18,25,9,12,565.93,325.88
WEEKDAY,0675,KING ST @ 6TH ST,020 - Lancaster Pike,0,4,4,39.741354,-75.549509,675,20,0,4,12,565.93,325.88
WEEKDAY,0675,KING ST @ 6TH ST,025 - Delaware City - DuPont Highway,34,4,38,39.741311,-75.549541,675,25,34,4,12,565.93,325.88
WEEKDAY,0675,KING ST @ 6TH ST,031 - Market Street - Philadelphia Pike,2,21,22,39.741251,-75.549593,675,31,2,21,12,565.93,325.88
WEEKDAY,0678,LOOCKERMAN ST & CITY HALL,109 - Dover Mall,3,2,5,39.158389,-75.523520,678,109,3,2,1,2.86,2.14
WEEKDAY,0679,LOOCKERMAN ST & FEDERAL ST,109 - Dover Mall,11,9,20,39.158438,-75.522546,679,109,11,9,1,10.63,9.26
WEEKDAY,0680,DUNCAN RD @ PHILADELPHIA PK,031 - Market Street - Philadelphia Pike,1,1,2,39.771828,-75.496337,680,31,1,1,1,0.7,1.28
WEEKDAY,0681,PHILADELPHIA PK @ LINDSEY PL,013 - Philadelphia Pike - DuPont Highway,1,1,2,39.773448,-75.495309,681,13,1,1,2,1.37,0.62
WEEKDAY,0681,PHILADELPHIA PK @ LINDSEY PL,031 - Market Street - Philadelphia Pike,0,0,0,39.773398,-75.495094,681,31,0,0,2,1.37,0.62
WEEKDAY,0683,PHILADELPHIA PK @ ESKRIDGE D,013 - Philadelphia Pike - DuPont Highway,0,0,0,39.774751,-75.493367,683,13,0,0,2,0.15,0.94
WEEKDAY,0683,PHILADELPHIA PK @ ESKRIDGE D,031 - Market Street - Philadelphia Pike,0,1,1,39.774769,-75.493370,683,31,0,1,2,0.15,0.94
WEEKDAY,0684,PHILADELPHIA PK @ BELLEVUE R,013 - Philadelphia Pike - DuPont Highway,0,1,1,39.775705,-75.491966,684,13,0,1,2,0.07,0.63
WEEKDAY,0684,PHILADELPHIA PK @ BELLEVUE R,031 - Market Street - Philadelphia Pike,0,0,0,39.775716,-75.492014,684,31,0,0,2,0.07,0.63
WEEKDAY,0685,BELLEVUE PKWY & PROVIDNT GRP,031 - Market Street - Philadelphia Pike,0,0,0,39.778399,-75.489933,685,31,0,0,1,0.03,0.25
WEEKDAY,0686,CARR RD @ 1100 CARR ROAD,031 - Market Street - Philadelphia Pike,0,0,0,39.784425,-75.492569,686,31,0,0,1,0,0.04
WEEKDAY,0687,CARR RD @ HILLSIDE AVE,031 - Market Street - Philadelphia Pike,2,3,5,39.785510,-75.487025,687,31,2,3,1,1.74,2.95
WEEKDAY,0697,SILVERSIDE RD @ HARRISON AVE,031 - Market Street - Philadelphia Pike,1,2,3,39.784633,-75.484433,697,31,1,2,1,0.98,1.57
WEEKDAY,0698,PHILADELPHIA PK @ OP BELLEVU,013 - Philadelphia Pike - DuPont Highway,2,3,5,39.777972,-75.488555,698,13,2,3,1,1.92,2.89
WEEKDAY,0700,PHILADELPHIA PK @ DELAIRE-SU,013 - Philadelphia Pike - DuPont Highway,1,3,4,39.779952,-75.485506,700,13,1,3,1,0.99,2.89
WEEKDAY,0702,PHILADELPHIA PK @ HOLLY OAK,013 - Philadelphia Pike - DuPont Highway,8,19,28,39.784977,-75.477965,702,13,8,19,2,9.81,21.75
WEEKDAY,0702,PHILADELPHIA PK @ HOLLY OAK,031 - Market Street - Philadelphia Pike,2,2,4,39.784983,-75.477981,702,31,2,2,2,9.81,21.75
WEEKDAY,0706,PHILADELPHIA PK @ WINDING LN,013 - Philadelphia Pike - DuPont Highway,2,4,6,39.789066,-75.473385,706,13,2,4,2,2.82,5.02
WEEKDAY,0706,PHILADELPHIA PK @ WINDING LN,031 - Market Street - Philadelphia Pike,1,1,2,39.789066,-75.473386,706,31,1,1,2,2.82,5.02
WEEKDAY,0708,PHILADELPHIA PK @ LEXINGTON,013 - Philadelphia Pike - DuPont Highway,0,1,1,39.790953,-75.471327,708,13,0,1,2,0.14,1.11
WEEKDAY,0708,PHILADELPHIA PK @ LEXINGTON,031 - Market Street - Philadelphia Pike,0,0,0,39.790947,-75.471332,708,31,0,0,2,0.14,1.11
WEEKDAY,0709,PHILADELPHIA PK @ OP MAPLE R,013 - Philadelphia Pike - DuPont Highway,1,14,15,39.791947,-75.470235,709,13,1,14,2,1.02,15.96
WEEKDAY,0709,PHILADELPHIA PK @ OP MAPLE R,031 - Market Street - Philadelphia Pike,0,2,2,39.791943,-75.470238,709,31,0,2,2,1.02,15.96
WEEKDAY,0711,PHILADELPHIA PK @ OP HARVEY,013 - Philadelphia Pike - DuPont Highway,14,46,60,39.794358,-75.467527,711,13,14,46,2,18.87,55.09
WEEKDAY,0711,PHILADELPHIA PK @ OP HARVEY,031 - Market Street - Philadelphia Pike,5,9,14,39.794352,-75.467538,711,31,5,9,2,18.87,55.09
WEEKDAY,0712,PHILADELPHIA PK @ PRINCETON,013 - Philadelphia Pike - DuPont Highway,4,18,22,39.795870,-75.465810,712,13,4,18,2,4.57,21.9
WEEKDAY,0712,PHILADELPHIA PK @ PRINCETON,031 - Market Street - Philadelphia Pike,1,4,5,39.795883,-75.465806,712,31,1,4,2,4.57,21.9
WEEKDAY,0714,PHILADELPHIA PK @ OP COMMONW,013 - Philadelphia Pike - DuPont Highway,3,25,28,39.798604,-75.462646,714,13,3,25,2,3.19,28.47
WEEKDAY,0714,PHILADELPHIA PK @ OP COMMONW,031 - Market Street - Philadelphia Pike,0,4,4,39.798610,-75.462657,714,31,0,4,2,3.19,28.47
WEEKDAY,0715,PHILADELPHIA PK @ STOCKDALE,013 - Philadelphia Pike - DuPont Highway,6,16,22,39.799914,-75.461097,715,13,6,16,2,6.6,18.46
WEEKDAY,0715,PHILADELPHIA PK @ STOCKDALE,031 - Market Street - Philadelphia Pike,1,2,3,39.799908,-75.461110,715,31,1,2,2,6.6,18.46
WEEKDAY,0716,PHILADELPHIA PK @ GOVERNOR P,013 - Philadelphia Pike - DuPont Highway,1,4,6,39.801233,-75.459366,716,13,1,4,2,1.5,5.45
WEEKDAY,0716,PHILADELPHIA PK @ GOVERNOR P,031 - Market Street - Philadelphia Pike,0,1,1,39.801249,-75.459348,716,31,0,1,2,1.5,5.45
WEEKDAY,0718,PHILADELPHIA PK @ MANOR AVE,013 - Philadelphia Pike - DuPont Highway,2,15,17,39.803118,-75.456665,718,13,2,15,2,4.5,21.1
WEEKDAY,0718,PHILADELPHIA PK @ MANOR AVE,031 - Market Street - Philadelphia Pike,2,7,9,39.803096,-75.456633,718,31,2,7,2,4.5,21.1
WEEKDAY,0720,MYRTLE AVE @ PHILADELPHIA PK,031 - Market Street - Philadelphia Pike,1,1,3,39.803934,-75.453826,720,31,1,1,2,1.34,1.9
WEEKDAY,0720,MYRTLE AVE @ PHILADELPHIA PK,061 - Naamans Road,0,1,1,39.804205,-75.453628,720,61,0,1,2,1.34,1.9
WEEKDAY,0721,MYRTLE AVE @ PHILADELPHIA PK,031 - Market Street - Philadelphia Pike,0,0,1,39.803835,-75.453717,721,31,0,0,2,1.08,0.36
WEEKDAY,0721,MYRTLE AVE @ PHILADELPHIA PK,061 - Naamans Road,1,0,1,39.804148,-75.453679,721,61,1,0,2,1.08,0.36
WEEKDAY,0722,DARLEY RD @ OP LENAPE WAY,013 - Philadelphia Pike - DuPont Highway,3,6,9,39.805546,-75.455451,722,13,3,6,2,4.96,5.79
WEEKDAY,0722,DARLEY RD @ OP LENAPE WAY,061 - Naamans Road,2,0,2,39.805699,-75.454962,722,61,2,0,2,4.96,5.79
WEEKDAY,0726,DARLEY RD @ RUBY DR,013 - Philadelphia Pike - DuPont Highway,0,8,8,39.811728,-75.462928,726,13,0,8,2,0.84,8.17
WEEKDAY,0726,DARLEY RD @ RUBY DR,061 - Naamans Road,1,0,1,39.811718,-75.462929,726,61,1,0,2,0.84,8.17
WEEKDAY,0729,PEACHTREE RD @ OP BIRCHTREE,013 - Philadelphia Pike - DuPont Highway,0,9,9,39.814874,-75.463701,729,13,0,9,2,0.6,9.6
WEEKDAY,0729,PEACHTREE RD @ OP BIRCHTREE,061 - Naamans Road,0,1,1,39.814801,-75.463693,729,61,0,1,2,0.6,9.6
WEEKDAY,0730,PEACHTREE RD @ CEDARTREE LN,013 - Philadelphia Pike - DuPont Highway,1,18,20,39.815010,-75.462074,730,13,1,18,2,5.38,18.43
WEEKDAY,0730,PEACHTREE RD @ CEDARTREE LN,061 - Naamans Road,4,0,4,39.814983,-75.462081,730,61,4,0,2,5.38,18.43
WEEKDAY,0731,PEACHTREE RD @ OP APPLETREE,013 - Philadelphia Pike - DuPont Highway,1,27,29,39.815770,-75.460335,731,13,1,27,2,1.94,27.84
WEEKDAY,0731,PEACHTREE RD @ OP APPLETREE,061 - Naamans Road,1,0,1,39.815745,-75.460248,731,61,1,0,2,1.94,27.84
WEEKDAY,0732,NAAMANS RD @ MONTCLAIR DR,013 - Philadelphia Pike - DuPont Highway,2,17,19,39.817568,-75.460214,732,13,2,17,2,1.86,17.34
WEEKDAY,0732,NAAMANS RD @ MONTCLAIR DR,061 - Naamans Road,0,0,0,39.817342,-75.459420,732,61,0,0,2,1.86,17.34
WEEKDAY,0733,NAAMANS RD @ SOCIETY DR,013 - Philadelphia Pike - DuPont Highway,5,10,15,39.818333,-75.461406,733,13,5,10,2,5.38,10.45
WEEKDAY,0733,NAAMANS RD @ SOCIETY DR,061 - Naamans Road,1,0,1,39.818363,-75.461320,733,61,1,0,2,5.38,10.45
WEEKDAY,0735,SOCIETY DR @ BLDG 2000,013 - Philadelphia Pike - DuPont Highway,3,5,8,39.820316,-75.460884,735,13,3,5,2,3.68,5.21
WEEKDAY,0735,SOCIETY DR @ BLDG 2000,061 - Naamans Road,0,1,1,39.820307,-75.460909,735,61,0,1,2,3.68,5.21
WEEKDAY,0736,SOCIETY DR @ BLSG 7000,013 - Philadelphia Pike - DuPont Highway,4,5,8,39.821421,-75.458865,736,13,4,5,2,6.62,7.52
WEEKDAY,0736,SOCIETY DR @ BLSG 7000,061 - Naamans Road,3,3,6,39.821447,-75.458898,736,61,3,3,2,6.62,7.52
WEEKDAY,0737,SOCIETY DR @ SHELTER 2,013 - Philadelphia Pike - DuPont Highway,10,11,21,39.820132,-75.457020,737,13,10,11,2,12.55,12.24
WEEKDAY,0737,SOCIETY DR @ SHELTER 2,061 - Naamans Road,3,1,4,39.820153,-75.457035,737,61,3,1,2,12.55,12.24
WEEKDAY,0738,SOCIETY DR @ OP NORTHTOWNE P,013 - Philadelphia Pike - DuPont Highway,47,32,79,39.818249,-75.457742,738,13,47,32,2,57.62,39.21
WEEKDAY,0738,SOCIETY DR @ OP NORTHTOWNE P,061 - Naamans Road,10,7,17,39.818147,-75.457150,738,61,10,7,2,57.62,39.21
WEEKDAY,0742,PEACHTREE RD @ APPLETREE CT,013 - Philadelphia Pike - DuPont Highway,26,1,28,39.815771,-75.460308,742,13,26,1,2,26.77,1.7
WEEKDAY,0742,PEACHTREE RD @ APPLETREE CT,061 - Naamans Road,0,1,1,39.815543,-75.460195,742,61,0,1,2,26.77,1.7
WEEKDAY,0743,PEACHTREE RD @ OP CEDARTREE,013 - Philadelphia Pike - DuPont Highway,25,4,28,39.815041,-75.462113,743,13,25,4,2,24.83,4.53
WEEKDAY,0743,PEACHTREE RD @ OP CEDARTREE,061 - Naamans Road,0,1,1,39.815182,-75.462105,743,61,0,1,2,24.83,4.53
WEEKDAY,0744,PEACHTREE RD @ BIRCHTREE LN,013 - Philadelphia Pike - DuPont Highway,4,1,5,39.814927,-75.463384,744,13,4,1,2,4.87,1.75
WEEKDAY,0744,PEACHTREE RD @ BIRCHTREE LN,061 - Naamans Road,1,0,2,39.815016,-75.463471,744,61,1,0,2,4.87,1.75
WEEKDAY,0746,DARLEY RD @ PEACHTREE RD,013 - Philadelphia Pike - DuPont Highway,8,1,9,39.813154,-75.465110,746,13,8,1,2,9.53,3.2
WEEKDAY,0746,DARLEY RD @ PEACHTREE RD,061 - Naamans Road,1,2,3,39.813147,-75.464944,746,61,1,2,2,9.53,3.2
WEEKDAY,0747,DARLEY RD @ RUBY DR,013 - Philadelphia Pike - DuPont Highway,8,0,8,39.811452,-75.462457,747,13,8,0,2,8.18,0.61
WEEKDAY,0747,DARLEY RD @ RUBY DR,061 - Naamans Road,0,0,0,39.811471,-75.462376,747,61,0,0,2,8.18,0.61
WEEKDAY,0751,DARLEY RD @ LENAPE WAY,013 - Philadelphia Pike - DuPont Highway,3,3,6,39.805300,-75.455231,751,13,3,3,2,3.24,4.5
WEEKDAY,0751,DARLEY RD @ LENAPE WAY,061 - Naamans Road,0,1,1,39.805393,-75.454771,751,61,0,1,2,3.24,4.5
WEEKDAY,0754,PHILADELPHIA PK @ SEMINOLE A,013 - Philadelphia Pike - DuPont Highway,10,3,12,39.802459,-75.457841,754,13,10,3,2,14.03,3.95
WEEKDAY,0754,PHILADELPHIA PK @ SEMINOLE A,031 - Market Street - Philadelphia Pike,4,1,5,39.802474,-75.457859,754,31,4,1,2,14.03,3.95
WEEKDAY,0755,PHILADELPHIA PK @ FRANKLIN A,013 - Philadelphia Pike - DuPont Highway,3,2,5,39.800577,-75.460438,755,13,3,2,2,3.29,2.13
