OBJECTID,StopId,StopAbbr,StopName,Bench,Shelter,Routes,County,Id2,TotalPop,County_1,TotMinority,PerMinorityState,PerMinorityCounty,PerMinorityBG,TotPoverty,PerPovState,PerPovCounty,PerPovBG,TotLEP,PerLEPBG,PerLEPCounty,PerLEPState,OriginalSqFt,Shape_Length,Shape_Area,SqFtBuffer,Est_TotPop_BuffArea,Est_TotMinority_BuffArea,Est_TotPov_BuffArea,Est_TotLEP_BuffArea,Est_TotPop_PostRemovedDupIntersects,Est_TotMinority_PostRemovedDupIntersects,Est_TotPov_PostRemovedDupIntersects,Est_TotLEP_PostRemovedDupIntersects
604638,2665,SWSH,SILVERSIDE RD @ TALLEYVILLE SCTR,0,0,35,New Castle County,1.0003E+11,944,New Castle,240,36.96,41.46,25.42,0,12.12,11.91,0,38,4.4,4.57,4.39,8559220.136,189.5985933,686.0868934,7384.948319,1,0,0,0,471,83,50,11
604774,880,CSPR,CONCORD PK @ OP PROSPECT AVE,0,0,"2, 35",New Castle County,1.0003E+11,1079,New Castle,228,36.96,41.46,21.13,42,12.12,11.91,3.89,162,15.74,4.57,4.39,5247065.909,163.0821046,117.9339298,1269.425178,0,0,0,0,649,122,80,20
604881,2665,SWSH,SILVERSIDE RD @ TALLEYVILLE SCTR,0,0,35,New Castle County,1.0003E+11,1038,New Castle,83,36.96,41.46,8,26,12.12,11.91,2.5,25,2.46,4.57,4.39,15230080.31,445.9117531,10580.08893,113882.6739,9,1,0,0,471,83,50,11
604917,878,C1GA,CONCORD PK @ GARDEN OF EDEN RD,0,0,2,New Castle County,1.0003E+11,992,New Castle,222,36.96,41.46,22.38,156,12.12,11.91,15.73,33,3.58,4.57,4.39,5189315.478,179.8782999,1143.979831,12313.64717,65,15,10,2,217,27,11,4
605284,864,CNSI,CONCORD PK @ SILVERSIDE RD,0,0,2,New Castle County,1.0003E+11,1038,New Castle,83,36.96,41.46,8,26,12.12,11.91,2.5,25,2.46,4.57,4.39,15230080.31,78.78520559,157.2332213,1692.437539,0,0,0,0,297,43,22,6
605320,865,CNSQ,CONCORD PK @ CONCORD SQ,0,0,2,New Castle County,1.0003E+11,992,New Castle,222,36.96,41.46,22.38,156,12.12,11.91,15.73,33,3.58,4.57,4.39,5189315.478,76.52389716,350.6420876,3774.264922,2,1,0,0,207,21,3,4
605393,879,CSMT,CONCORD PK @ MT LEBANON RD,1,1,"2, 35",New Castle County,1.0003E+11,1051,New Castle,79,36.96,41.46,7.52,12,12.12,11.91,1.14,9,0.91,4.57,4.39,17108834.05,49.86446028,110.2458704,1186.671926,13,1,0,0,548,103,67,17
605623,877,CSRI,CONCORD PK @ RIGHTER PKWY,0,0,2,New Castle County,1.0003E+11,992,New Castle,222,36.96,41.46,22.38,156,12.12,11.91,15.73,33,3.58,4.57,4.39,5189315.478,55.96562589,104.3950697,1123.694683,0,0,0,0,186,17,2,3
605945,243,RESA,RYSING DR @ SALISBURY DR,0,0,4,New Castle County,1.0003E+11,1515,New Castle,765,36.96,41.46,50.5,145,12.12,11.91,9.57,160,12.43,4.57,4.39,22099223.98,728.0050093,3164.319196,34060.31211,185,93,18,20,715,374,180,23
605946,2220,GNHA,GOV PRINTZ BLVD @ HAINES AVE,0,0,4,New Castle County,1.0003E+11,1515,New Castle,765,36.96,41.46,50.5,145,12.12,11.91,9.57,160,12.43,4.57,4.39,22099223.98,1144.39995,10626.03583,114377.2403,83,42,8,9,605,310,143,23
605947,2221,LWGO,LORE AVE @ GOV PRINTZ BLVD,0,0,4,New Castle County,1.0003E+11,1515,New Castle,765,36.96,41.46,50.5,145,12.12,11.91,9.57,160,12.43,4.57,4.39,22099223.98,460.2393183,1011.833519,10891.24179,19,10,2,2,516,258,111,24
605953,1513,MNNO,MARSH RD @ NORTHWOOD RD,0,0,11,New Castle County,1.0003E+11,1354,New Castle,364,36.96,41.46,26.88,156,12.12,11.91,11.52,23,1.81,4.57,4.39,7634428.861,265.1653509,2421.19586,26061.43109,8,2,1,0,570,79,38,23
605955,1514,MNWI,MARSH RD @ OP WEBSTER DR,0,0,11,New Castle County,1.0003E+11,1354,New Castle,364,36.96,41.46,26.88,156,12.12,11.91,11.52,23,1.81,4.57,4.39,7634428.861,710.0720278,6979.300015,75124.25963,47,13,5,1,600,85,45,25
605956,1515,MNMA,MARSH RD @ OP MAYFIELD RD,0,0,11,New Castle County,1.0003E+11,1354,New Castle,364,36.96,41.46,26.88,156,12.12,11.91,11.52,23,1.81,4.57,4.39,7634428.861,331.2016192,4763.108433,51269.4674,60,16,7,1,642,118,38,26
605957,1519,M0OL,MARSH RD @ OLD ORCHARD RD,0,0,11,New Castle County,1.0003E+11,1394,New Castle,93,36.96,41.46,6.67,33,12.12,11.91,2.38,40,2.96,4.57,4.39,11260685.88,782.7494877,22654.24186,243847.2546,355,24,8,10,607,69,15,11
605958,1520,MNDU,MARSH RD @ DURBORAW RD,0,0,11,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,124.0191223,646.0597058,6954.10098,60,5,1,1,598,67,16,10
605959,1520,MNDU,MARSH RD @ DURBORAW RD,0,0,11,New Castle County,1.0003E+11,1394,New Castle,93,36.96,41.46,6.67,33,12.12,11.91,2.38,40,2.96,4.57,4.39,11260685.88,548.974741,12213.13075,131460.5195,285,19,7,8,598,67,16,10
605960,1520,MNDU,MARSH RD @ DURBORAW RD,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,316.0668688,5038.080883,54229.23437,234,42,7,1,598,67,16,10
605961,1521,MNHA,MARSH RD @ HARVEY RD,0,0,11,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,1219.177277,51131.64932,550374.2913,212,17,3,2,560,56,14,7
605962,1522,HEHI,HARVEY RD @ HILLSIDE RD,0,0,11,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,339.4915605,4566.472395,49152.90317,124,10,1,1,484,53,13,4
605963,1522,HEHI,HARVEY RD @ HILLSIDE RD,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,147.3959609,723.0588891,7782.909977,154,27,4,1,484,53,13,4
605964,1523,H0LI,HARVEY RD @ LITTLE LN,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,127.801376,529.9991881,5704.840962,155,28,4,1,429,50,14,2
605965,1531,VSSU,VEALE RD @ SUNSET LN,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,896.6804027,24959.23327,268657.8764,415,74,12,2,493,80,15,2
605966,1529,VSWI,VEALE RD @ WILLOW WAY,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,658.722444,11063.73325,119088.5572,531,94,15,3,531,94,15,3
605967,3377,VSBE,VEALE RD @ BELLEMEADE PL,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,599.8565829,6231.406521,67074.03327,531,94,15,3,531,94,15,3
605968,145,VSBU,VEALE RD @ BUCKINGHAM RD,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,877.7049607,17722.6072,190763.7932,531,94,15,3,531,94,15,3
605969,1532,VSHI,VEALE RD @ OP HILTON RD,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,540.1037772,10304.55505,110916.8638,531,94,15,3,531,94,15,3
605970,1534,V0SU,VEALE RD @ SUTTON PL,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,499.3629897,8401.824231,90436.12161,522,93,15,2,535,96,16,2
605971,1535,VSWO,VEALE RD @ WOODBROOK CIR,0,0,11,New Castle County,1.0003E+11,1354,New Castle,364,36.96,41.46,26.88,156,12.12,11.91,11.52,23,1.81,4.57,4.39,7634428.861,379.0187114,6342.11449,68265.67916,56,15,6,1,554,103,23,6
605973,146,VSSI,VEALE RD @ SILVERSIDE RD,1,0,11,New Castle County,1.0003E+11,1354,New Castle,364,36.96,41.46,26.88,156,12.12,11.91,11.52,23,1.81,4.57,4.39,7634428.861,101.5967395,408.9570151,4401.959066,58,16,7,1,614,119,28,17
605976,826,PSES,PHILADELPHIA PK @ OP ESKRIDGE DR,0,0,"13, 31",New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,139.1693566,635.3325521,6838.635321,94,13,4,1,288,31,11,7
605977,828,PSLI,PHILADELPHIA PK @ OP LINDSEY PL,0,0,"13, 31",New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,525.4413454,5024.058827,54078.30283,93,12,4,1,292,30,11,7
605978,791,PIDU,PHILADELPHIA PK @ DUPONT AVE,0,0,13,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,338.8692625,2384.782631,25669.48393,90,12,4,1,467,52,21,6
605983,2077,FNNA,FOULK RD @ NAAMANS RD,0,0,18,New Castle County,1.0003E+11,2055,New Castle,704,36.96,41.46,34.26,32,12.12,11.91,1.56,48,2.4,4.57,4.39,13298226.13,167.349552,1202.465276,12943.17674,162,56,3,4,734,128,16,16
605985,686,CNMO,CARR RD @ 1100 CARR ROAD,0,0,31,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,639.4734371,6087.026832,65519.94945,182,24,8,3,182,24,8,3
605986,687,C0HI,CARR RD @ HILLSIDE AVE,0,0,31,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,182.7325565,237.3488204,2554.791221,129,17,6,2,372,81,21,6
605987,822,CWHI,CARR RD @ OP HILLSIDE AVE,0,0,31,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,525.2658467,1906.329847,20519.48162,123,16,6,2,396,89,22,7
605988,823,C1MO,CARR RD @ OP ELECT PAY SER,0,0,31,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,1462.509874,35100.19583,377813.8522,182,24,8,3,182,24,8,3
605989,53,BE4H,BELLEVUE PKWY @ BLDG 400 W ENT,0,0,31,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,1228.41121,7671.055923,82570.22848,182,24,8,3,182,24,8,3
605990,824,BEPR,BELLEVUE PKWY @ PROVIDNT GRP-200,1,1,31,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,297.3484041,3911.122398,42098.80272,166,22,8,3,200,25,9,4
605991,3113,NWMR,NAAMANS RD @ MARSH RD - WB,0,0,61,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,3.571647846,0.40563351,4.366185304,184,14,2,2,713,146,11,9
605992,3607,NWBM,NAAMANS RD @ BALLYMEADE,0,0,61,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,194.3389458,819.916942,8825.47721,339,26,4,4,773,175,11,14
605993,2078,NEFN,NAAMANS RD @ F&N SHOP CENTER,0,0,61,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,553.7234287,10467.35335,112669.203,356,28,4,4,763,163,11,14
605994,3613,NEBM,NAAMANS RD @ OP BALLYMEADE,0,0,61,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,563.7820669,5867.49847,63156.97527,368,29,4,4,763,164,10,13
605995,3260,NEKF,NAAMANS RD @ KIRKWOOD FITNESS,0,0,61,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,550.6262694,7717.266189,83067.62965,285,22,3,3,731,152,11,11
606001,245,RWSA,RYSING DR @ SALISBURY DR,1,1,4,New Castle County,1.0003E+11,1515,New Castle,765,36.96,41.46,50.5,145,12.12,11.91,9.57,160,12.43,4.57,4.39,22099223.98,746.3840639,23160.71623,249298.8774,178,90,17,19,724,379,184,22
606005,2244,GSHA,GOV PRINTZ BLVD @ HAINES AVE,0,0,4,New Castle County,1.0003E+11,1515,New Castle,765,36.96,41.46,50.5,145,12.12,11.91,9.57,160,12.43,4.57,4.39,22099223.98,886.4798245,11575.42967,124596.3896,69,35,7,7,613,315,147,22
606007,2243,LEGO,LORE AVE @ GOV PRINTZ BLVD,0,0,4,New Castle County,1.0003E+11,1515,New Castle,765,36.96,41.46,50.5,145,12.12,11.91,9.57,160,12.43,4.57,4.39,22099223.98,495.3932181,7481.542771,80530.33405,19,9,2,2,523,262,114,23
606022,1512,MNBE,MARSH RD @ OP BETTE RD,0,0,11,New Castle County,1.0003E+11,1354,New Castle,364,36.96,41.46,26.88,156,12.12,11.91,11.52,23,1.81,4.57,4.39,7634428.861,133.8775887,310.2674453,3339.677628,1,0,0,0,557,78,35,21
606035,1537,MSWE,MARSH RD @ WEBSTER DR,0,0,11,New Castle County,1.0003E+11,1354,New Castle,364,36.96,41.46,26.88,156,12.12,11.91,11.52,23,1.81,4.57,4.39,7634428.861,624.9513241,9426.451814,101465.077,26,7,3,0,595,80,44,25
606039,1536,MSMA,MARSH RD @ MAYFIELD RD,1,0,11,New Castle County,1.0003E+11,1354,New Castle,364,36.96,41.46,26.88,156,12.12,11.91,11.52,23,1.81,4.57,4.39,7634428.861,177.4029857,1334.443286,14363.77053,34,9,4,1,647,124,33,27
606041,144,MNOL,MARSH RD @ OP FORWOOD MANOR,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,502.6404098,11791.13814,126918.247,271,48,8,1,605,70,16,10
606045,1519,M0OL,MARSH RD @ OLD ORCHARD RD,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,301.8605723,3230.268256,34770.17905,252,45,7,1,607,69,15,11
606055,1521,MNHA,MARSH RD @ HARVEY RD,0,0,11,New Castle County,1.0003E+11,1394,New Castle,93,36.96,41.46,6.67,33,12.12,11.91,2.38,40,2.96,4.57,4.39,11260685.88,585.3675013,15482.59878,166652.6397,123,8,3,4,560,56,14,7
606063,1523,H0LI,HARVEY RD @ LITTLE LN,0,0,11,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,134.7693705,853.993829,9192.276303,41,3,0,0,429,50,14,2
606067,1525,HESW,HARVEY RD @ OP THE SWEEP,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,71.78208052,251.6137562,2708.337098,189,34,5,1,419,53,15,2
606072,1528,HEMI,HARVEY RD @ MILLERS RD,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,662.4006696,25218.87018,271452.5736,274,49,8,1,446,63,16,2
606084,1534,V0SU,VEALE RD @ SUTTON PL,0,0,11,New Castle County,1.0003E+11,1354,New Castle,364,36.96,41.46,26.88,156,12.12,11.91,11.52,23,1.81,4.57,4.39,7634428.861,25.85750096,24.09977898,259.4068244,9,2,1,0,535,96,16,2
606090,772,PSSU,PHILADELPHIA PK @ OP SUNSET DR-DEL,0,0,13,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,275.340973,2108.667853,22697.42107,91,12,4,1,410,130,102,4
606091,700,PNDE,PHILADELPHIA PK @ DELAIRE-SUNSET D,0,0,13,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,275.340973,2108.667853,22697.42107,88,12,4,1,405,125,97,5
606095,683,PNES,PHILADELPHIA PK @ ESKRIDGE DR,0,0,"13, 31",New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,108.1361879,485.8439395,5229.559723,89,12,4,1,295,31,11,7
606101,681,PNLI,PHILADELPHIA PK @ LINDSEY PL,0,0,"13, 31",New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,424.544721,6904.754833,74321.86518,86,12,4,1,297,32,11,8
606105,31,PNDU,PHILADELPHIA PK @ DUNCAN RD,1,0,13,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,214.2962377,1266.671264,13634.28148,84,11,4,1,452,50,20,7
606109,685,BWPR,BELLEVUE PKWY & PROVIDNT GRP-101,0,0,31,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,10.16745225,3.107101844,33.44443213,114,15,5,2,283,45,25,6
606125,222,FEFN,NAAMANS RD @ CEDAR TREE APTS,1,1,"18, 61",New Castle County,1.0003E+11,2758,New Castle,590,36.96,41.46,21.39,45,12.12,11.91,1.63,134,5.17,4.57,4.39,20039559.34,48.3791421,102.5368565,1103.693123,28,6,0,1,773,177,12,14
606128,222,FEFN,NAAMANS RD @ CEDAR TREE APTS,1,1,"18, 61",New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,585.4147208,17334.75308,186588.9828,306,24,4,3,773,177,12,14
606132,45,BW4H,BELLEVUE PKWY @ OP BLDG 400 E EN,0,0,31,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,48.07384204,125.7073949,1353.097726,182,24,8,3,182,24,8,3
606207,1539,MSBE,MARSH RD @ BETTE RD,0,0,11,New Castle County,1.0003E+11,1354,New Castle,364,36.96,41.46,26.88,156,12.12,11.91,11.52,23,1.81,4.57,4.39,7634428.861,106.0415922,110.9234168,1193.964945,1,0,0,0,562,79,35,22
606270,1521,MNHA,MARSH RD @ HARVEY RD,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,871.9857138,29641.98588,319062.4044,129,23,4,1,560,56,14,7
606285,1522,HEHI,HARVEY RD @ HILLSIDE RD,0,0,11,New Castle County,1.0003E+11,1394,New Castle,93,36.96,41.46,6.67,33,12.12,11.91,2.38,40,2.96,4.57,4.39,11260685.88,483.2755934,13624.31489,146650.3183,35,2,1,1,484,53,13,4
606300,1524,HEOR,HARVEY RD @ ORLEANS RD,1,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,186.7923044,1170.564157,12599.79733,140,25,4,1,403,48,15,2
606316,1526,HELO,HARVEY RD @ OP LORELEY LN,0,0,11,New Castle County,1.0003E+11,2304,New Castle,409,36.96,41.46,17.75,66,12.12,11.91,2.86,11,0.52,4.57,4.39,23772089.49,656.9625897,13217.08033,142266.8996,276,49,8,1,447,63,15,2
606343,770,PSCL,PHILADELPHIA PK @ CLEARVIEW AVE,0,0,13,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,64.04671479,188.179536,2025.539566,66,9,3,1,531,181,129,6
606358,825,PSBE,PHILADELPHIA PK @ OP BELLEVUE RD,0,0,"13, 31",New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,40.83041977,54.46357038,586.2386476,95,13,4,1,287,31,10,7
606393,830,DEPH,DUNCAN RD & PHILADELPHIA PK,1,0,31,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,113.7956378,448.8139478,4830.973804,79,11,4,1,462,51,20,7
606416,2085,FSNA,FOULK RD @ LOCUST AVE,0,0,18,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,305.4970769,3921.258057,42207.90162,276,22,3,3,723,110,17,14
606429,2085,FSNA,FOULK RD @ LOCUST AVE,0,0,18,New Castle County,1.0003E+11,2055,New Castle,704,36.96,41.46,34.26,32,12.12,11.91,1.56,48,2.4,4.57,4.39,13298226.13,129.8360465,700.2550701,7537.452694,101,34,2,2,723,110,17,14
606430,2077,FNNA,FOULK RD @ NAAMANS RD,0,0,18,New Castle County,1.0003E+11,2026,New Castle,158,36.96,41.46,7.8,24,12.12,11.91,1.18,22,1.1,4.57,4.39,15950510.27,378.9606224,2615.129825,28148.91057,255,20,3,3,734,128,16,16
606464,697,SWHA,SILVERSIDE RD @ HARRISON AVE,0,0,31,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,1293.535193,72570.77028,781142.1456,91,12,4,1,515,131,37,7
606507,2224,L0WO,LORE AVE @ OP WOODCROFT AVE,0,0,4,New Castle County,1.0003E+11,962,New Castle,98,36.96,41.46,10.19,36,12.12,11.91,3.74,21,2.22,4.57,4.39,4817117.529,263.1254473,4226.738449,45496.05203,138,14,5,3,873,397,213,14
606508,2226,RNRO,RIVER RD @ OP RODMAN AVE,0,0,4,New Castle County,1.0003E+11,962,New Castle,98,36.96,41.46,10.19,36,12.12,11.91,3.74,21,2.22,4.57,4.39,4817117.529,263.1254473,4226.738449,45496.05203,299,30,11,7,815,213,94,20
606509,2237,RSRO,RIVER RD @ RODMAN AVE,0,0,4,New Castle County,1.0003E+11,962,New Castle,98,36.96,41.46,10.19,36,12.12,11.91,3.74,21,2.22,4.57,4.39,4817117.529,263.1254473,4226.738449,45496.05203,303,31,11,7,810,198,83,21
606510,2240,LEWO,LORE AVE @ WOODCROFT AVE,0,0,4,New Castle County,1.0003E+11,962,New Castle,98,36.96,41.46,10.19,36,12.12,11.91,3.74,21,2.22,4.57,4.39,4817117.529,263.1254473,4226.738449,45496.05203,150,15,6,3,881,396,212,13
606552,1516,M0GR,MARSH RD @ OP GRAY SH CTR,0,0,11,New Castle County,1.0003E+11,1354,New Castle,364,36.96,41.46,26.88,156,12.12,11.91,11.52,23,1.81,4.57,4.39,7634428.861,10.43189611,3.551188209,38.22451885,10,3,1,0,647,128,24,24
606662,1523,H0LI,HARVEY RD @ LITTLE LN,0,0,11,New Castle County,1.0003E+11,1394,New Castle,93,36.96,41.46,6.67,33,12.12,11.91,2.38,40,2.96,4.57,4.39,11260685.88,185.8884391,1553.990201,16726.9444,2,0,0,0,429,50,14,2
606738,3813,PHCL,PHILADELPHIA PK @ E CLEARVIEW AVE,0,0,13,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,380.3603191,2282.028755,24563.45484,63,8,3,1,534,185,135,6
606756,821,PSBC,PHILADELPHIA PK @ BELLEVUE CORP CR,0,0,13,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,211.5994598,336.1296442,3618.054906,94,13,4,1,315,54,32,7
606760,698,PNBV,PHILADELPHIA PK @ OP BELLEVUE CORP,0,0,13,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,117.6900575,104.0122571,1119.574139,89,12,4,1,328,59,36,7
606894,2078,NEFN,NAAMANS RD @ F&N SHOP CENTER,0,0,61,New Castle County,1.0003E+11,2758,New Castle,590,36.96,41.46,21.39,45,12.12,11.91,1.63,134,5.17,4.57,4.39,20039559.34,224.2704184,2015.486865,21694.43328,18,4,0,1,763,163,11,14
606940,3790,SIPK,SILVERSIDE RD @ PHILADELPHIA PK,0,0,31,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,221.0151094,1817.896976,19567.60192,45,6,2,1,625,204,122,7
606988,2227,RNMA,RIVER RD & OP MARION AVE,0,0,4,New Castle County,1.0003E+11,962,New Castle,98,36.96,41.46,10.19,36,12.12,11.91,3.74,21,2.22,4.57,4.39,4817117.529,170.014263,815.3116812,8775.906795,212,22,8,5,759,143,47,21
606995,2242,L1CH,LORE AVE @ CHANNEL AVE,0,0,4,New Castle County,1.0003E+11,962,New Castle,98,36.96,41.46,10.19,36,12.12,11.91,3.74,21,2.22,4.57,4.39,4817117.529,129.8235196,754.8727161,8125.349791,12,1,0,0,647,327,160,19
607000,2246,RWRO,RYSING DR @ OP POLK RD,0,0,4,New Castle County,1.0003E+11,962,New Castle,98,36.96,41.46,10.19,36,12.12,11.91,3.74,21,2.22,4.57,4.39,4817117.529,143.4599389,681.734332,7338.097925,4,0,0,0,824,434,221,19
607013,2236,RSMA,RIVER RD @ MARION AVE,0,0,4,New Castle County,1.0003E+11,962,New Castle,98,36.96,41.46,10.19,36,12.12,11.91,3.74,21,2.22,4.57,4.39,4817117.529,11.25599691,5.834212396,62.79868839,209,21,8,5,793,142,48,20
607020,40,BNMA,BRANDYWINE BLVD @ MAPLE AVE,0,0,31,New Castle County,1.0003E+11,1202,New Castle,136,36.96,41.46,11.31,62,12.12,11.91,5.17,3,0.26,4.57,4.39,4940254.844,4.821007565,1.06663625,11.48113112,634,72,33,2,1207,152,66,14
607201,52,PSSI,PHILADELPHIA PK @ SILVERSIDE RD,1,1,13,New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,291.2264262,1891.862786,20363.7601,45,6,2,1,606,204,134,8
607329,684,P0BL,PHILADELPHIA PK @ BELLEVUE RD,0,0,"13, 31",New Castle County,1.0003E+11,996,New Castle,133,36.96,41.46,13.35,46,12.12,11.91,4.62,15,1.52,4.57,4.39,30014936.77,566.463659,10331.91647,111211.3784,90,12,4,1,294,31,11,7
