OBJECTID,StopId,StopAbbr,StopName,Bench,Shelter,Routes,County,Id2,TotalPop,County_1,TotMinority,PerMinorityState,PerMinorityCounty,PerMinorityBG,TotPoverty,PerPovState,PerPovCounty,PerPovBG,TotLEP,PerLEPBG,PerLEPCounty,PerLEPState,OriginalSqFt,Shape_Length,Shape_Area,SqFtBuffer,Est_TotPop_BuffArea,Est_TotMinority_BuffArea,Est_TotPov_BuffArea,Est_TotLEP_BuffArea,Est_TotPop_PostRemovedDupIntersects,Est_TotMinority_PostRemovedDupIntersects,Est_TotPov_PostRemovedDupIntersects,Est_TotLEP_PostRemovedDupIntersects
187,2981,CTMA,CENTRAL AVE & MARKET ST LAUREL SENI,0,0,212,Sussex County,1.00051E+11,2233,Sussex,660,36.96,25.15,29.56,596,12.12,12.01,26.69,81,4.06,4.65,4.39,238335538.2,14.64427451,0.951173799,10.23830861,6,2,2,0,172,89,41,0
188,2981,CTMA,CENTRAL AVE & MARKET ST LAUREL SENI,0,0,212,Sussex County,1.00051E+11,1874,Sussex,568,36.96,25.15,30.31,209,12.12,12.01,11.26,,,,,74206535.99,463.8055415,2222.771151,23925.61385,70,21,8,0,172,89,41,0
189,3351,CSBG,CENTRAL AVE OP BOYS & GIRLS CLUB,0,0,212,Sussex County,1.00051E+11,1874,Sussex,568,36.96,25.15,30.31,209,12.12,12.01,11.26,,,,,74206535.99,888.2896789,3644.339126,39227.18297,65,20,7,0,107,40,19,1
190,3907,WICG,WILSON ST AT DANIELS ST CARVEL GARD,0,0,212,Sussex County,1.00051E+11,2233,Sussex,660,36.96,25.15,29.56,596,12.12,12.01,26.69,81,4.06,4.65,4.39,238335538.2,1430.612329,12928.10594,139156.4175,41,12,11,1,69,21,14,1
191,3907,WICG,WILSON ST AT DANIELS ST CARVEL GARD,0,0,212,Sussex County,1.00051E+11,1874,Sussex,568,36.96,25.15,30.31,209,12.12,12.01,11.26,,,,,74206535.99,620.9716492,2296.730899,24721.70676,28,9,3,0,69,21,14,1
192,2989,CENO,CENTRAL AVE AT DISCOUNT LAND RD RAM,0,0,212,Sussex County,1.00051E+11,2233,Sussex,660,36.96,25.15,29.56,596,12.12,12.01,26.69,81,4.06,4.65,4.39,238335538.2,1771.966877,82989.72792,893290.4236,46,14,12,2,61,18,14,2
193,3548,13SN,SEAFORD RD AT SKATE WORLD,0,0,212,Sussex County,1.00051E+11,2233,Sussex,660,36.96,25.15,29.56,596,12.12,12.01,26.69,81,4.06,4.65,4.39,238335538.2,2527.954284,31646.583,340639.6218,47,14,13,2,55,17,14,3
194,3840,ONNB,SEAFORD RD AND ONEALS RD NORTH,0,0,212,Sussex County,1.00051E+11,3639,Sussex,1461,36.96,25.15,40.15,428,12.12,12.01,11.77,310,9.23,4.65,4.39,192138465.7,2527.94999,25992.69111,279781.8795,104,42,12,9,104,42,12,9
195,2990,13SX,SEAFORD RD OP SUSSEX MANOR MHP,0,0,212,Sussex County,1.00051E+11,3639,Sussex,1461,36.96,25.15,40.15,428,12.12,12.01,11.77,310,9.23,4.65,4.39,192138465.7,2527.954225,21634.84015,232874.5497,104,42,12,9,104,42,12,9
196,2978,MAN7,MARKET ST AT 7TH ST,0,0,212,Sussex County,1.00051E+11,3639,Sussex,1461,36.96,25.15,40.15,428,12.12,12.01,11.77,310,9.23,4.65,4.39,192138465.7,2527.959484,8974.090198,96595.91658,104,42,12,9,104,42,12,9
197,3305,FNPO,FRONT ST @ POPLAR ST,0,0,212,Sussex County,1.00051E+11,2119,Sussex,1410,36.96,25.15,66.54,295,12.12,12.01,15.03,279,14.04,4.65,4.39,22018209.53,55.73844842,44.97150298,484.0672931,527,351,73,69,527,351,73,69
198,3308,FNWA,FRONT ST @ WALKER ST,1,0,212,Sussex County,1.00051E+11,2119,Sussex,1410,36.96,25.15,66.54,295,12.12,12.01,15.03,279,14.04,4.65,4.39,22018209.53,915.8287877,10155.46362,109312.0634,411,273,57,54,459,297,70,55
199,3308,FNWA,FRONT ST @ WALKER ST,1,0,212,Sussex County,1.00051E+11,1639,Sussex,833,36.96,25.15,50.82,443,12.12,12.01,29.22,45,2.97,4.65,4.39,41379601.61,1706.882639,32542.74839,350285.8272,48,24,13,1,459,297,70,55
200,2995,13DL,US RT 13 & BEAVER DAM DR,0,0,212903,Sussex County,1.00051E+11,1781,Sussex,518,36.96,25.15,29.08,111,12.12,12.01,6.23,20,1.17,4.65,4.39,155967478.2,1451.843664,85013.70851,915076.2823,31,9,2,0,154,76,33,6
201,460,13WA,US RT 13 AT WAL-MART-ON SITE,0,0,212903,Sussex County,1.00051E+11,1323,Sussex,442,36.96,25.15,33.41,340,12.12,12.01,25.7,93,7.35,4.65,4.39,95582961.44,382.3734754,6950.01051,74808.99129,8,3,2,1,70,23,7,2
202,460,13WA,US RT 13 AT WAL-MART-ON SITE,0,0,212903,Sussex County,1.00051E+11,1781,Sussex,518,36.96,25.15,29.08,111,12.12,12.01,6.23,20,1.17,4.65,4.39,155967478.2,2347.042623,347907.1112,3744825.999,54,16,3,1,70,23,7,2
203,3501,13OS,US RT 13 OP ELM ST AND THE SUNRISE,0,0,212,Sussex County,1.00051E+11,1323,Sussex,442,36.96,25.15,33.41,340,12.12,12.01,25.7,93,7.35,4.65,4.39,95582961.44,587.4902712,4460.024674,48007.11402,37,12,9,3,69,21,11,3
204,3501,13OS,US RT 13 OP ELM ST AND THE SUNRISE,0,0,212,Sussex County,1.00051E+11,1781,Sussex,518,36.96,25.15,29.08,111,12.12,12.01,6.23,20,1.17,4.65,4.39,155967478.2,2002.076723,34365.51644,369905.8608,32,9,2,0,69,21,11,3
205,3393,18BW,SR18/404 AT BRIDGEVILLE PARK SC,0,0,212,Sussex County,1.00051E+11,1921,Sussex,1328,36.96,25.15,69.13,538,12.12,12.01,28.01,294,17.72,4.65,4.39,290344790.5,827.1416948,9958.62858,107193.3571,16,11,5,2,50,21,7,2
206,3393,18BW,SR18/404 AT BRIDGEVILLE PARK SC,0,0,212,Sussex County,1.00051E+11,1781,Sussex,518,36.96,25.15,29.08,111,12.12,12.01,6.23,20,1.17,4.65,4.39,155967478.2,1795.000704,35943.3624,386889.5854,34,10,2,0,50,21,7,2
